Path found!
Starting point = (0.000000, 0.937500)
Final point = (179.203866, 0.532852)
Cost = 1833.000000
nodes = 1834
(81.361729, 1.978735)
(81.461728, 1.978510)
(81.561660, 1.974823)
(81.661659, 1.974321)
(81.761654, 1.973350)
(81.861631, 1.971180)
(81.961631, 1.971325)
(82.061630, 1.971101)
(82.161630, 1.971479)
(82.261546, 1.975560)
(82.361507, 1.972738)
(82.461504, 1.972059)
(82.561016, 1.962187)
(82.660998, 1.964094)
(82.760997, 1.963744)
(82.860978, 1.961784)
(82.960974, 1.960922)
(83.060973, 1.960462)
(83.160944, 1.962879)
(83.260925, 1.960943)
(83.355649, 1.992998)
(83.455545, 1.997555)
(83.555428, 2.002390)
(83.655412, 2.000621)
(83.755411, 2.000954)
(83.855398, 2.002596)
(83.955318, 2.006601)
(84.055315, 2.005912)
(84.155301, 2.007631)
(84.255267, 2.005038)
(84.353534, 2.023573)
(84.453503, 2.021084)
(84.553468, 2.023729)
(84.616160, 2.101637)
(84.716155, 2.102685)
(84.816146, 2.101378)
(84.916131, 2.103124)
(85.016092, 2.105920)
(85.116031, 2.102435)
(85.216027, 2.103289)
(85.315984, 2.100339)
(85.415952, 2.097799)
(85.514813, 2.112848)
(85.614717, 2.117217)
(85.714716, 2.116646)
(85.814701, 2.118346)
(85.914663, 2.115589)
(86.012202, 2.137638)
(86.111653, 2.148109)
(86.211653, 2.148226)
(86.311547, 2.152821)
(86.411315, 2.146014)
(86.511181, 2.140848)
(86.611181, 2.140525)
(86.710966, 2.133977)
(86.810920, 2.130941)
(86.910919, 2.130404)
(87.010810, 2.125736)
(87.110536, 2.118340)
(87.210516, 2.120352)
(87.310514, 2.120868)
(87.410514, 2.121230)
(87.510479, 2.118615)
(87.610437, 2.115693)
(87.710430, 2.114501)
(87.810305, 2.119483)
(87.910300, 2.120514)
(88.010292, 2.119229)
(88.110169, 2.114272)
(88.210137, 2.116804)
(88.309377, 2.129112)
(88.409282, 2.124771)
(88.509276, 2.125920)
(88.609168, 2.130566)
(88.709167, 2.131006)
(88.809165, 2.131531)
(88.901500, 2.169928)
(89.001464, 2.172617)
(89.101462, 2.173224)
(89.201461, 2.173769)
(89.301322, 2.168512)
(89.401307, 2.166746)
(89.501275, 2.164220)
(89.601102, 2.170096)
(89.701094, 2.171373)
(89.801091, 2.170590)
(89.899123, 2.150848)
(89.999122, 2.151055)
(90.099117, 2.152114)
(90.199073, 2.155064)
(90.299069, 2.154099)
(90.399061, 2.155360)
(90.499060, 2.155042)
(90.599028, 2.152508)
(90.698922, 2.147892)
(90.798915, 2.149010)
(90.898805, 2.144308)
(90.998804, 2.144004)
(91.095453, 2.118334)
(91.195438, 2.116590)
(91.295438, 2.116430)
(91.395437, 2.115918)
(91.495431, 2.114880)
(91.595400, 2.117363)
(91.689566, 2.083704)
(91.789530, 2.086375)
(91.889528, 2.085791)
(91.989528, 2.085928)
(92.089506, 2.088057)
(92.189418, 2.092244)
(92.289286, 2.097381)
(92.389259, 2.095049)
(92.489256, 2.095712)
(92.588994, 2.102956)
(92.688989, 2.101967)
(92.788973, 2.103760)
(92.888879, 2.099438)
(92.988777, 2.103965)
(93.088756, 2.106011)
(93.188589, 2.100244)
(93.288568, 2.102320)
(93.388337, 2.109111)
(93.488336, 2.109469)
(93.588324, 2.107918)
(93.687949, 2.116570)
(93.774228, 2.066013)
(93.874204, 2.068188)
(93.974011, 2.061968)
(94.073961, 2.058836)
(94.173814, 2.064269)
(94.273812, 2.064793)
(94.373788, 2.066986)
(94.473786, 2.067732)
(94.573777, 2.066444)
(94.673376, 2.057491)
(94.773337, 2.060268)
(94.873277, 2.056791)
(94.973202, 2.052923)
(95.073191, 2.054399)
(95.173094, 2.050003)
(95.273065, 2.047578)
(95.368926, 2.076049)
(95.468906, 2.078063)
(95.568888, 2.079976)
(95.668883, 2.080882)
(95.684303, 1.982078)
(95.784249, 1.978768)
(95.884246, 1.978047)
(95.983998, 1.971002)
(96.083998, 1.971079)
(96.183951, 1.974130)
(96.283806, 1.979514)
(96.383745, 1.983018)
(96.483744, 1.982879)
(96.583735, 1.984256)
(96.683530, 1.977851)
(96.783475, 1.981167)
(96.883474, 1.981438)
(96.983363, 1.986155)
(97.083343, 1.988167)
(97.182919, 1.978972)
(97.282908, 1.977463)
(97.382900, 1.976215)
(97.482866, 1.978807)
(97.582864, 1.978101)
(97.682859, 1.977066)
(97.782857, 1.976504)
(97.882806, 1.973320)
(97.981813, 1.987380)
(98.081798, 1.985662)
(98.180143, 2.003783)
(98.280040, 1.999247)
(98.346676, 2.073809)
(98.446649, 2.076146)
(98.546645, 2.075231)
(98.646631, 2.073562)
(98.743617, 2.049195)
(98.843553, 2.045640)
(98.943518, 2.048303)
(99.043485, 2.050864)
(99.143474, 2.052372)
(99.243437, 2.049648)
(99.343430, 2.050834)
(99.443394, 2.053506)
(99.543319, 2.057373)
(99.643268, 2.054194)
(99.743223, 2.057198)
(99.843205, 2.059094)
(99.943176, 2.061498)
(100.042782, 2.070372)
(100.142779, 2.071195)
(100.242754, 2.068994)
(100.342745, 2.067655)
(100.442732, 2.066024)
(100.542713, 2.067988)
(100.642592, 2.063072)
(100.742548, 2.066033)
(100.842547, 2.066590)
(100.942296, 2.059523)
(101.041781, 2.069663)
(101.141732, 2.072801)
(101.241555, 2.066865)
(101.341392, 2.072575)
(101.438222, 2.047595)
(101.538212, 2.049000)
(101.638198, 2.047344)
(101.738198, 2.047275)
(101.838070, 2.042212)
(101.937597, 2.032492)
(102.037582, 2.034214)
(102.137557, 2.031990)
(102.237493, 2.035572)
(102.337473, 2.037556)
(102.437049, 2.046757)
(102.537031, 2.044853)
(102.614644, 1.981796)
(102.714476, 1.987594)
(102.814352, 1.982618)
(102.914352, 1.982490)
(103.014343, 1.983804)
(103.114343, 1.984128)
(103.214342, 1.983729)
(103.313765, 1.994452)
(103.413627, 1.989195)
(103.513489, 1.994454)
(103.613407, 1.990402)
(103.713407, 1.990427)
(103.813405, 1.989783)
(103.913402, 1.989015)
(104.012220, 1.973687)
(104.112203, 1.975509)
(104.211458, 1.963324)
