Cycle, Time, Vel_0, Acc_0, TrafficLight, Vel_req, Acc_req, c1, c2, c3, c4, c5
474, 27.661, 0.0772964, 0.565571, 3, 0.105476, -0.0132903, 0.0772964, 0.565571, -0.0791606, 0.00529413, -0.000147303
475, 27.724, 0.106165, 0.577372, 3, 0.134931, -0.013526, 0.106165, 0.577372, -0.0822189, 0.00558507, -0.000157754
476, 27.777, 0.135206, 0.580817, 3, 0.164142, -0.0137478, 0.135206, 0.580817, -0.0835459, 0.00572281, -0.000162909
477, 27.837, 0.161447, 0.524827, 3, 0.187598, -0.013817, 0.161447, 0.524827, -0.0723787, 0.00474351, -0.000129106
478, 27.893, 0.174607, 0.263191, 3, 0.187734, -0.0134225, 0.174607, 0.263191, -0.0262819, 0.0012404, -2.42689e-05
479, 27.952, 0.162301, -0.246125, 3, 0, -0.01316, 0, 0, 0, 0, 0
480, 28.006, 0.134447, -0.557068, 3, 0, -0.01316, 0, 0, 0, 0, 0
481, 28.063, 0.103484, -0.619265, 3, 0, -0.01316, 0, 0, 0, 0, 0
482, 28.128, 0.0724403, -0.620871, 3, 0, -0.01316, 0, 0, 0, 0, 0
483, 28.196, 0.0414786, -0.619234, 3, 0, -0.01316, 0, 0, 0, 0, 0
484, 28.245, 0.0104049, -0.621474, 3, 0, -0.01316, 0, 0, 0, 0, 0
485, 28.305, -0.0206729, -0.621558, 3, 0, -0.01316, 0, 0, 0, 0, 0
486, 28.354, -0.0499678, -0.585898, 3, 0, -0.01316, 0, 0, 0, 0, 0
487, 28.415, -0.0705046, -0.410736, 3, 0, -0.01316, 0, 0, 0, 0, 0
488, 28.467, -0.068995, 0.0301932, 3, -0.0674864, -0.0131711, -0.068995, 0.0301932, -0.000890411, 1.28157e-05, -7.72924e-08
489, 28.522, -0.0469868, 0.440164, 3, -0.0250443, -0.013819, -0.0469868, 0.440164, -0.0526194, 0.00302869, -7.27112e-05
490, 28.576, -0.0180317, 0.579101, 3, 0.0108233, -0.0142932, -0.0180317, 0.579101, -0.0801043, 0.00532413, -0.000147496
491, 28.722, 0.0125771, 0.612176, 3, 0.0430764, -0.014588, 0.0125771, 0.612176, -0.0877112, 0.00602793, -0.000172571
492, 28.822, 0.0438184, 0.624825, 3, 0.0749459, -0.0148493, 0.0438184, 0.624825, -0.0911105, 0.00636147, -0.00018492
493, 28.898, 0.0756927, 0.637488, 3, 0.107449, -0.0151201, 0.0756927, 0.637488, -0.0945881, 0.00670841, -0.000197964
494, 28.953, 0.108276, 0.651657, 3, 0.140735, -0.0154047, 0.108276, 0.651657, -0.0984828, 0.00710154, -0.000212949
495, 29.008, 0.140144, 0.637364, 3, 0.171892, -0.0156195, 0.140144, 0.637364, -0.0960052, 0.00688711, -0.000205325
496, 29.068, 0.163592, 0.468956, 3, 0.186963, -0.0154265, 0.163592, 0.468956, -0.0613197, 0.00380751, -9.81599e-05
497, 29.131, 0.159755, -0.0767337, 3, 0, -0.0148143, 0, 0, 0, 0, 0
498, 29.176, 0.130853, -0.578038, 3, 0, -0.0148143, 0, 0, 0, 0, 0
499, 29.238, 0.0962981, -0.691099, 3, 0, -0.0148143, 0, 0, 0, 0, 0
500, 29.284, 0.0615432, -0.695097, 3, 0, -0.0148143, 0, 0, 0, 0, 0
501, 29.339, 0.0269003, -0.692859, 3, 0, -0.0148143, 0, 0, 0, 0, 0
502, 29.384, -0.00788246, -0.695655, 3, 0, -0.0148143, 0, 0, 0, 0, 0
503, 29.439, -0.0421984, -0.686319, 3, 0, -0.0148143, 0, 0, 0, 0, 0
504, 29.486, -0.0711562, -0.579157, 3, 0, -0.0148143, 0, 0, 0, 0, 0
505, 29.542, -0.0794173, -0.165221, 3, 0, -0.0148143, 0, 0, 0, 0, 0
506, 29.592, -0.058951, 0.409326, 3, -0.0385434, -0.015401, -0.058951, 0.409326, -0.0470015, 0.00260095, -6.00512e-05
507, 29.645, -0.0271233, 0.636553, 3, 0.00458929, -0.0160814, -0.0271233, 0.636553, -0.0921393, 0.00641123, -0.000185969
508, 29.691, 0.00694393, 0.681345, 3, 0.0408828, -0.0164448, 0.00694393, 0.681345, -0.102842, 0.00744827, -0.000224737
509, 29.748, 0.0418, 0.697121, 3, 0.0765221, -0.0167565, 0.0418, 0.697121, -0.107265, 0.00790476, -0.000242544
510, 29.791, 0.0775581, 0.715163, 3, 0.113176, -0.0170873, 0.0775581, 0.715163, -0.112327, 0.0084342, -0.000263515
511, 29.855, 0.113854, 0.725914, 3, 0.150005, -0.0174106, 0.113854, 0.725914, -0.115776, 0.00881076, -0.000278832
512, 29.897, 0.14659, 0.654733, 3, 0.179202, -0.0175035, 0.14659, 0.654733, -0.100062, 0.00728112, -0.000220168
513, 29.956, 0.156974, 0.207674, 3, 0.167335, -0.016735, 0.156974, 0.207674, -0.0184359, 0.000773358, -1.34479e-05
514, 30.001, 0.130933, -0.520831, 3, 0, -0.0165508, 0, 0, 0, 0, 0
515, 30.056, 0.0928652, -0.761348, 3, 0, -0.0165508, 0, 0, 0, 0, 0
516, 30.098, 0.0542603, -0.772098, 3, 0, -0.0165508, 0, 0, 0, 0, 0
517, 30.156, 0.0158122, -0.768961, 3, 0, -0.0165508, 0, 0, 0, 0, 0
518, 30.203, -0.0227818, -0.771881, 3, 0, -0.0165508, 0, 0, 0, 0, 0
519, 30.258, -0.0599169, -0.742703, 3, 0, -0.0165508, 0, 0, 0, 0, 0
520, 30.303, -0.0853987, -0.509635, 3, 0, -0.0165508, 0, 0, 0, 0, 0
521, 30.356, -0.0772577, 0.162819, 3, -0.0691312, -0.0166954, -0.0772577, 0.162819, -0.0115772, 0.000398393, -5.72805e-06
522, 30.402, -0.044959, 0.645974, 3, -0.0127774, -0.0177503, -0.044959, 0.645974, -0.0938093, 0.00655505, -0.000191006
523, 30.457, -0.00784703, 0.742239, 3, 0.0291194, -0.018268, -0.00784703, 0.742239, -0.116552, 0.00878837, -0.000276149
524, 30.505, 0.0304889, 0.766719, 3, 0.0686709, -0.0186438, 0.0304889, 0.766719, -0.123371, 0.00951406, -0.000305552
525, 30.558, 0.0699069, 0.78836, 3, 0.109163, -0.0190304, 0.0699069, 0.78836, -0.129691, 0.0102052, -0.000334214
526, 30.603, 0.109893, 0.799723, 3, 0.149712, -0.0194028, 0.109893, 0.799723, -0.133606, 0.0106557, -0.00035346
527, 30.659, 0.143897, 0.68008, 3, 0.177769, -0.0193894, 0.143897, 0.68008, -0.105795, 0.00783845, -0.000241359
528, 30.706, 0.144632, 0.0146918, 3, 0.145366, -0.0183385, 0.144632, 0.0146918, -0.000409178, 5.15441e-06, -2.65559e-08
529, 30.763, 0.108385, -0.724933, 3, 0, -0.0183344, 0, 0, 0, 0, 0
530, 30.814, 0.0658471, -0.850758, 3, 0, -0.0183344, 0, 0, 0, 0, 0
531, 30.894, 0.0235898, -0.845146, 3, 0, -0.0183344, 0, 0, 0, 0, 0
532, 30.96, -0.0187834, -0.847464, 3, 0, -0.0183344, 0, 0, 0, 0, 0
533, 31.039, -0.0603088, -0.830506, 3, 0, -0.0183344, 0, 0, 0, 0, 0
534, 31.113, -0.090551, -0.604845, 3, 0, -0.0183344, 0, 0, 0, 0, 0
535, 31.19, -0.0823168, 0.164684, 3, -0.0740973, -0.0184812, -0.0823168, 0.164684, -0.011752, 0.000406061, -5.86312e-06
536, 31.271, -0.0460613, 0.72511, 3, -0.00994515, -0.0197563, -0.0460613, 0.72511, -0.111604, 0.00826449, -0.000255203
537, 31.342, -0.00509688, 0.819289, 3, 0.0356987, -0.0203296, -0.00509688, 0.819289, -0.135251, 0.0107199, -0.000354051
538, 31.408, 0.0371473, 0.844883, 3, 0.079213, -0.0207619, 0.0371473, 0.844883, -0.142859, 0.011574, -0.000390477
539, 31.477, 0.080685, 0.870754, 3, 0.124034, -0.0212168, 0.080685, 0.870754, -0.150763, 0.0124817, -0.000430021
540, 31.54, 0.123085, 0.848004, 3, 0.165303, -0.0215358, 0.123085, 0.848004, -0.146181, 0.0120238, -0.000411273
541, 31.601, 0.143643, 0.411162, 3, 0.164139, -0.0207036, 0.143643, 0.411162, -0.0501997, 0.00291246, -7.01727e-05
542, 31.659, 0.113562, -0.601632, 3, 0, -0.0202023, 0, 0, 0, 0, 0
543, 31.722, 0.0671246, -0.92874, 3, 0, -0.0202023, 0, 0, 0, 0, 0
544, 31.787, 0.0206655, -0.929182, 3, 0, -0.0202023, 0, 0, 0, 0, 0
545, 31.857, -0.0256838, -0.926987, 3, 0, -0.0202023, 0, 0, 0, 0, 0
546, 31.932, -0.0705768, -0.89786, 3, 0, -0.0202023, 0, 0, 0, 0, 0
547, 32.028, -0.0979136, -0.546735, 3, 0, -0.0202023, 0, 0, 0, 0, 0
548, 32.104, -0.0771818, 0.414635, 3, -0.0565096, -0.0207974, -0.0771818, 0.414635, -0.0476738, 0.00264476, -6.12401e-05
549, 32.19, -0.0344295, 0.855046, 3, 0.00814385, -0.0221097, -0.0344295, 0.855046, -0.143356, 0.0115555, -0.000388317
550, 32.345, 0.0108615, 0.90582, 3, 0.0559556, -0.0226466, 0.0108615, 0.90582, -0.157734, 0.0131775, -0.000458624
551, 32.441, 0.057722, 0.93721, 3, 0.104373, -0.0231618, 0.057722, 0.93721, -0.167504, 0.0143322, -0.000510518
552, 32.508, 0.105211, 0.949784, 3, 0.152485, -0.0236412, 0.105211, 0.949784, -0.17244, 0.0149558, -0.000539616
553, 32.58, 0.137631, 0.6484, 3, 0.169928, -0.0231486, 0.137631, 0.6484, -0.0984237, 0.00711678, -0.000213875
554, 32.663, 0.113181, -0.489002, 3, 0, -0.0221662, 0, 0, 0, 0, 0
555, 32.738, 0.0627987, -1.00765, 3, 0, -0.0221662, 0, 0, 0, 0, 0
556, 32.811, 0.0121704, -1.01257, 3, 0, -0.0221662, 0, 0, 0, 0, 0
557, 32.898, -0.038176, -1.00693, 3, 0, -0.0221662, 0, 0, 0, 0, 0
558, 32.983, -0.0850765, -0.93801, 3, 0, -0.0221662, 0, 0, 0, 0, 0
559, 33.054, -0.100137, -0.301218, 3, 0, -0.0221662, 0, 0, 0, 0, 0
560, 33.146, -0.0634118, 0.734511, 3, -0.0268278, -0.0235806, -0.0634118, 0.734511, -0.113362, 0.00842505, -0.000261177
561, 33.258, -0.0150199, 0.967838, 3, 0.0331556, -0.0246112, -0.0150199, 0.967838, -0.173344, 0.0149124, -0.000534651
562, 33.339, 0.0351299, 1.003, 3, 0.0850493, -0.0251839, 0.0351299, 1.003, -0.184599, 0.0162828, -0.000598128
563, 33.432, 0.0869083, 1.03557, 3, 0.138443, -0.0257801, 0.0869083, 1.03557, -0.195494, 0.0176477, -0.000662958
564, 33.493, 0.129535, 0.852538, 3, 0.171978, -0.02567, 0.129535, 0.852538, -0.147538, 0.0121794, -0.00041806
565, 33.564, 0.113636, -0.317985, 3, 0, -0.0241977, 0, 0, 0, 0, 0
566, 33.627, 0.0595845, -1.08103, 3, 0, -0.0241977, 0, 0, 0, 0, 0
567, 33.701, 0.00465854, -1.09852, 3, 0, -0.0241977, 0, 0, 0, 0, 0
568, 33.761, -0.0497714, -1.0886, 3, 0, -0.0241977, 0, 0, 0, 0, 0
569, 33.834, -0.0972114, -0.9488, 3, 0, -0.0241977, 0, 0, 0, 0, 0
570, 33.893, -0.0949418, 0.045391, 3, -0.0926743, -0.024218, -0.0949418, 0.045391, -0.00162689, 2.85139e-05, -2.09551e-07
571, 33.97, -0.0472346, 0.954143, 3, 0.000262035, -0.0263052, -0.0472346, 0.954143, -0.168638, 0.0143368, -0.000508212
572, 34.023, 0.00554054, 1.0555, 3, 0.0580684, -0.0270941, 0.00554054, 1.0555, -0.198182, 0.017857, -0.000670359
573, 34.091, 0.0605524, 1.10024, 3, 0.115298, -0.0277729, 0.0605524, 1.10024, -0.212984, 0.0197397, -0.000761654
574, 34.15, 0.113655, 1.06205, 3, 0.166502, -0.028192, 0.113655, 1.06205, -0.203988, 0.0187146, -0.000714238
575, 34.231, 0.120931, 0.145519, 3, 0.128193, -0.0262912, 0.120931, 0.145519, -0.0107574, 0.00037626, -5.45769e-06
576, 34.295, 0.0667387, -1.08384, 3, 0, -0.0261837, 0, 0, 0, 0, 0
577, 34.373, 0.00756377, -1.1835, 3, 0, -0.0261837, 0, 0, 0, 0, 0
578, 34.427, -0.0509304, -1.16988, 3, 0, -0.0261837, 0, 0, 0, 0, 0
579, 34.498, -0.101244, -1.00628, 3, 0, -0.0261837, 0, 0, 0, 0, 0
580, 34.559, -0.093006, 0.164767, 3, -0.0847823, -0.0263299, -0.093006, 0.164767, -0.0117043, 0.000403006, -5.80097e-06
581, 34.626, -0.0398996, 1.06213, 3, 0.0129591, -0.0286875, -0.0398996, 1.06213, -0.198416, 0.0178218, -0.000667361
582, 34.685, 0.0170448, 1.13889, 3, 0.0737114, -0.0294834, 0.0170448, 1.13889, -0.222563, 0.0208623, -0.000814626
583, 34.745, 0.0763031, 1.18517, 3, 0.135264, -0.0302391, 0.0763031, 1.18517, -0.238665, 0.0229983, -0.000922455
584, 34.808, 0.12363, 0.946546, 3, 0.170743, -0.0300057, 0.12363, 0.946546, -0.172175, 0.0149481, -0.000539733
585, 34.87, 0.0938282, -0.596044, 3, 0, -0.0282877, 0, 0, 0, 0, 0
586, 34.924, 0.0298805, -1.27895, 3, 0, -0.0282877, 0, 0, 0, 0, 0
587, 34.99, -0.0333585, -1.26478, 3, 0, -0.0282877, 0, 0, 0, 0, 0
588, 35.047, -0.0926557, -1.18594, 3, 0, -0.0282877, 0, 0, 0, 0, 0
589, 35.108, -0.102551, -0.197913, 3, 0, -0.0282877, 0, 0, 0, 0, 0
590, 35.17, -0.0485916, 1.07919, 3, 0.00511473, -0.0308184, -0.0485916, 1.07919, -0.202913, 0.0183505, -0.000691945
591, 35.234, 0.0123183, 1.2182, 3, 0.0729212, -0.0318613, 0.0123183, 1.2182, -0.245991, 0.0238314, -0.000961828
592, 35.291, 0.0756421, 1.26648, 3, 0.138637, -0.0326929, 0.0756421, 1.26648, -0.263501, 0.0262373, -0.00108747
593, 35.353, 0.122084, 0.928846, 3, 0.168318, -0.0321519, 0.122084, 0.928846, -0.167355, 0.0143924, -0.000514759
594, 35.408, 0.0800588, -0.84051, 3, 0, -0.0304819, 0, 0, 0, 0, 0
595, 35.475, 0.0112376, -1.37643, 3, 0, -0.0304819, 0, 0, 0, 0, 0
596, 35.539, -0.0562669, -1.35009, 3, 0, -0.0304819, 0, 0, 0, 0, 0
597, 35.608, -0.10932, -1.06107, 3, 0, -0.0304819, 0, 0, 0, 0, 0
598, 35.653, -0.10932, -1.06107, 3, 0, -0.0304819, 0, 0, 0, 0, 0
